product_type,external_temp,current_room_temp,humidity,volume_kg,packaging_type,storage_time_hr,airflow_rating,ideal_room_temp
milk,30.38,11.22,44.94,64.6,glass,15.1,poor,2.7
cheese,42.49,11.2,83.2,61.4,metal,15.1,good,9.53
milk,20.86,19.68,64.71,52.93,tetrapack,29.4,moderate,2.43
milk,41.4,5.66,82.2,4.71,plastic,2.3,poor,3.6
cheese,20.7,10.71,60.3,98.59,plastic,41.4,good,9.1
milk,33.83,3.43,38.79,21.73,plastic,69.2,moderate,3.38
milk,27.31,1.71,54.11,38.36,metal,46.2,moderate,3.95
flavored_beverage,33.99,17.1,83.45,11.31,metal,12.3,poor,5.34
butter,43.32,14.03,32.99,10.49,metal,55.5,moderate,5.57
cheese,28.17,12.9,56.54,81.5,plastic,64.7,good,8.79
butter,27.63,2.56,58.26,69.21,tetrapack,3.1,poor,5.74
flavored_beverage,21.08,4.77,56.88,76.01,metal,5.9,poor,5.46
flavored_beverage,39.66,5.69,30.81,34.74,tetrapack,12.1,good,4.3
flavored_beverage,30.85,4.78,64.16,94.11,glass,17.3,moderate,5.7
cheese,28.04,10.4,88.38,38.73,plastic,14.6,poor,7.65
cheese,34.89,6.04,82.68,44.51,glass,60.9,poor,9.78
curd,37.63,19.56,76.27,45.56,tetrapack,48.6,good,4.59
ice-cream,26.99,10.28,79.76,38.17,tetrapack,23.2,good,-18.22
curd,21.78,16.96,85.96,45.78,metal,47.6,good,3.5
flavored_beverage,22.72,13.75,65.18,55.96,metal,50.5,moderate,4.46
ice-cream,40.23,13.65,33.55,4.26,plastic,1.2,poor,-17.36
butter,38.58,16.63,69.87,10.48,plastic,61.7,good,6.97
butter,27.06,14.88,31.54,68.29,plastic,63.6,moderate,5.42
curd,27.27,3.49,54.79,34.34,glass,62.3,poor,4.43
flavored_beverage,32.16,16.32,59.12,23.35,tetrapack,69.5,moderate,5.53
ice-cream,25.45,15.33,78.85,22.98,metal,39.3,good,-18.83
ice-cream,39.54,16.8,41.15,39.76,tetrapack,35.9,good,-17.81
flavored_beverage,37.81,7.24,87.79,15.34,metal,4.5,moderate,6.28
butter,36.81,18.15,87.09,41.67,metal,41.7,poor,6.68
milk,25.97,17.65,45.02,66.48,metal,66.2,poor,3.84
milk,31.45,14.09,44.99,59.0,tetrapack,9.2,poor,3.97
ice-cream,31.47,8.2,47.35,73.03,glass,4.4,moderate,-18.87
curd,31.99,14.21,70.0,48.99,glass,59.0,good,3.75
ice-cream,37.39,9.52,39.41,21.63,tetrapack,47.2,moderate,-17.65
butter,36.88,11.65,59.66,1.97,tetrapack,41.0,good,6.09
ice-cream,23.79,0.97,32.95,68.25,plastic,69.1,moderate,-18.47
milk,42.44,16.84,42.23,49.29,tetrapack,63.6,moderate,4.0
ice-cream,38.59,16.16,64.6,73.9,plastic,4.5,good,-17.28
cheese,24.48,10.4,37.42,5.83,tetrapack,44.4,moderate,8.06
butter,39.22,12.59,37.03,33.78,plastic,44.7,moderate,5.69
cheese,43.62,1.53,38.34,67.75,metal,45.2,poor,9.07
butter,37.01,2.84,33.74,82.19,plastic,71.1,poor,6.98
milk,32.99,13.13,88.84,16.92,metal,12.4,good,3.17
butter,23.88,1.97,35.69,59.76,glass,21.4,poor,6.76
ice-cream,20.41,5.23,40.35,5.09,metal,60.3,poor,-19.37
cheese,28.7,6.94,33.2,75.75,tetrapack,14.1,poor,8.6
cheese,21.62,6.78,44.53,69.84,plastic,48.2,good,7.26
cheese,26.21,3.19,52.51,83.39,metal,9.0,good,7.63
butter,36.25,13.88,75.34,41.97,metal,32.3,moderate,7.2
cheese,39.31,16.62,89.74,2.89,metal,21.0,good,8.39
butter,30.99,15.95,42.68,86.64,metal,16.9,moderate,7.21
cheese,30.86,0.24,81.24,81.01,plastic,14.9,good,7.15
curd,24.22,15.38,83.9,49.91,metal,32.6,moderate,4.23
cheese,25.97,15.59,66.05,35.01,glass,48.7,poor,8.16
curd,29.98,0.53,66.94,15.36,plastic,70.6,poor,3.89
milk,43.33,1.07,85.64,14.35,glass,5.4,good,4.12
ice-cream,44.6,0.15,32.15,57.6,glass,1.3,good,-18.11
ice-cream,37.99,17.99,52.69,97.44,plastic,5.7,moderate,-18.73
curd,37.86,15.45,75.63,16.67,tetrapack,39.4,good,5.3
ice-cream,43.82,9.45,81.28,38.3,metal,50.2,moderate,-18.91
ice-cream,31.28,16.11,67.97,58.7,plastic,53.8,good,-18.87
curd,32.62,6.67,44.67,93.33,metal,52.0,moderate,3.78
cheese,29.94,5.93,46.52,88.36,plastic,46.8,moderate,7.76
milk,23.27,11.62,87.82,88.11,plastic,30.7,good,4.33
milk,33.09,18.39,78.54,23.94,glass,9.9,good,4.42
butter,38.52,9.9,66.28,77.29,plastic,70.8,moderate,5.54
cheese,21.01,11.72,58.39,66.23,tetrapack,61.7,good,8.43
milk,29.34,0.73,53.44,95.59,tetrapack,11.8,good,3.7
butter,44.56,18.56,72.63,92.71,glass,41.4,good,7.16
curd,29.39,2.94,76.65,73.92,tetrapack,8.4,moderate,3.62
cheese,42.77,10.77,33.7,72.77,tetrapack,62.5,poor,8.5
cheese,34.47,10.87,69.2,5.48,tetrapack,32.4,moderate,7.84
butter,24.91,10.97,37.38,54.03,glass,7.8,poor,6.44
ice-cream,44.51,19.41,89.17,22.52,metal,66.6,good,-17.33
curd,20.45,1.09,62.58,68.27,tetrapack,52.7,moderate,4.81
flavored_beverage,36.38,11.83,36.48,90.64,glass,25.7,poor,5.4
cheese,23.56,16.08,72.91,35.68,plastic,12.3,poor,10.02
milk,34.21,7.21,86.3,33.32,glass,36.6,moderate,4.12
butter,29.23,7.55,46.7,27.19,tetrapack,21.9,poor,6.17
butter,28.4,2.07,45.93,58.68,tetrapack,46.7,poor,5.86
cheese,27.62,16.56,86.9,50.06,glass,30.2,poor,7.52
curd,37.04,3.35,32.33,73.92,glass,48.0,moderate,4.2
milk,20.16,5.16,71.03,31.45,plastic,67.0,moderate,2.21
curd,25.49,1.1,65.94,43.47,plastic,69.8,good,5.01
flavored_beverage,22.72,17.36,70.79,11.64,glass,23.0,poor,5.82
cheese,30.16,19.58,67.95,82.11,glass,33.2,moderate,8.38
curd,21.83,4.74,50.9,92.46,tetrapack,11.5,poor,4.44
cheese,24.29,3.84,42.15,61.45,glass,25.5,moderate,7.21
cheese,21.48,2.72,83.43,43.46,tetrapack,65.1,moderate,8.91
ice-cream,22.48,9.96,88.27,20.2,plastic,21.1,poor,-18.38
ice-cream,29.9,17.94,63.37,48.4,tetrapack,12.6,good,-18.08
cheese,42.91,5.69,46.42,12.55,metal,2.5,poor,9.63
milk,44.2,19.51,59.62,52.23,glass,28.8,moderate,3.5
milk,23.32,10.23,45.23,25.55,metal,9.2,good,2.96
cheese,33.57,14.81,39.89,78.68,metal,37.9,moderate,8.99
milk,29.67,6.66,85.82,83.28,tetrapack,5.7,moderate,2.89
butter,23.97,2.2,54.18,93.34,plastic,53.5,poor,5.42
curd,32.88,13.31,78.4,94.85,plastic,64.9,good,5.02
milk,31.84,3.36,67.9,48.99,metal,2.1,good,3.3
cheese,29.79,2.31,47.49,58.45,glass,11.4,poor,9.82
ice-cream,35.21,6.26,52.29,47.62,plastic,52.7,moderate,-19.18
flavored_beverage,27.61,15.18,78.11,26.58,plastic,2.8,poor,4.77
curd,25.07,0.49,73.26,27.87,tetrapack,67.1,moderate,4.59
milk,42.52,1.69,76.05,99.86,plastic,5.4,moderate,2.79
flavored_beverage,44.67,14.72,36.76,71.03,tetrapack,26.9,good,5.34
flavored_beverage,28.64,13.53,32.49,49.51,tetrapack,63.1,poor,4.82
flavored_beverage,28.04,15.07,54.66,41.81,plastic,47.9,poor,4.89
ice-cream,32.69,0.94,83.33,68.17,plastic,37.1,moderate,-17.84
cheese,42.36,11.65,89.65,82.81,glass,9.1,poor,7.88
milk,35.41,15.79,58.85,50.77,plastic,2.9,poor,2.77
ice-cream,41.91,16.3,86.47,68.54,glass,63.7,poor,-17.61
curd,29.58,11.18,73.9,79.15,tetrapack,4.7,poor,3.72
ice-cream,23.98,16.14,40.38,31.54,plastic,69.5,moderate,-18.91
curd,42.24,16.38,88.71,42.67,tetrapack,61.9,moderate,5.33
cheese,29.49,8.39,40.41,59.34,plastic,72.0,good,8.01
flavored_beverage,36.02,16.4,76.87,7.79,metal,12.2,poor,5.43
flavored_beverage,38.86,8.32,80.33,28.12,metal,56.1,poor,4.78
milk,25.7,18.51,48.62,45.64,tetrapack,45.2,poor,3.34
milk,35.64,16.21,68.03,54.21,glass,67.4,moderate,3.3
cheese,29.36,1.19,32.6,23.13,plastic,6.4,moderate,9.71
ice-cream,29.68,12.67,87.3,81.58,tetrapack,47.8,moderate,-18.39
ice-cream,21.53,15.33,50.47,3.03,plastic,7.0,poor,-17.73
curd,28.94,15.17,61.87,72.47,glass,26.1,good,4.83
ice-cream,21.2,2.46,76.51,4.28,metal,24.6,good,-17.91
curd,31.75,1.01,46.92,51.71,tetrapack,11.4,moderate,4.0
milk,44.58,15.93,68.38,55.3,plastic,1.4,moderate,4.51
flavored_beverage,21.18,18.13,81.92,20.88,metal,37.8,moderate,4.46
milk,39.95,16.42,43.79,98.86,tetrapack,37.3,good,2.66
curd,29.95,15.52,45.42,71.32,metal,54.1,moderate,4.57
ice-cream,30.89,7.82,70.94,57.96,plastic,68.8,good,-17.28
flavored_beverage,30.19,12.51,50.02,68.18,metal,67.0,poor,5.42
milk,28.89,10.23,83.8,8.82,tetrapack,47.6,moderate,2.74
curd,20.28,11.91,51.63,46.75,tetrapack,67.4,good,4.88
flavored_beverage,25.88,14.63,45.93,15.23,metal,43.5,good,5.84
butter,35.97,17.96,41.66,5.13,metal,49.1,moderate,6.23
flavored_beverage,20.52,18.01,79.69,61.39,plastic,51.3,moderate,5.87
milk,22.35,5.9,77.46,43.11,tetrapack,66.1,moderate,2.46
butter,34.44,15.22,73.74,15.87,glass,58.5,poor,5.66
ice-cream,35.56,12.89,61.85,46.21,metal,38.2,good,-19.11
flavored_beverage,38.14,13.44,70.74,76.96,glass,58.4,moderate,5.0
milk,35.89,11.39,65.61,24.82,metal,69.3,good,3.82
curd,44.43,3.6,40.42,35.72,metal,10.2,poor,4.88
cheese,33.31,0.4,35.57,75.09,metal,51.8,good,8.65
butter,34.83,14.17,30.82,74.62,metal,34.8,good,6.18
ice-cream,39.98,6.96,45.17,7.94,plastic,31.2,poor,-17.75
curd,33.42,7.85,89.03,43.86,plastic,42.5,moderate,4.84
cheese,36.24,8.01,34.65,26.8,metal,51.1,poor,8.41
ice-cream,39.66,19.15,47.73,48.36,tetrapack,14.4,poor,-18.98
milk,40.7,17.76,76.45,33.77,glass,41.7,good,3.44
cheese,24.85,4.73,52.68,72.62,plastic,24.0,poor,7.95
butter,44.18,11.07,73.2,32.64,metal,44.6,good,7.01
ice-cream,31.11,7.25,77.82,37.49,metal,38.0,moderate,-18.88
flavored_beverage,27.74,11.72,52.42,51.55,metal,24.3,poor,5.57
flavored_beverage,34.27,7.66,52.67,16.82,plastic,64.4,good,5.85
curd,36.1,6.33,36.55,41.21,glass,19.2,good,3.7
butter,38.71,8.74,53.03,98.77,metal,22.1,moderate,5.82
milk,22.66,16.15,31.62,92.4,plastic,16.8,good,2.62
ice-cream,44.47,2.63,68.46,24.13,tetrapack,33.2,poor,-19.19
milk,33.61,18.58,45.76,73.38,metal,62.3,poor,3.19
milk,33.73,16.72,35.87,78.04,tetrapack,61.6,good,2.97
cheese,35.4,18.27,45.85,32.38,glass,43.5,moderate,10.23
butter,21.8,12.17,51.9,30.68,tetrapack,42.8,poor,6.87
butter,22.59,16.64,62.61,10.28,metal,54.5,poor,5.83
flavored_beverage,24.48,2.54,84.38,10.2,plastic,51.8,moderate,5.93
milk,20.84,8.9,68.62,20.14,glass,12.2,moderate,2.56
butter,33.25,0.78,48.39,69.7,glass,1.4,moderate,6.09
cheese,29.29,18.21,40.26,79.34,metal,4.7,poor,7.55
ice-cream,37.41,4.97,86.87,85.56,metal,54.6,moderate,-17.46
cheese,21.36,3.97,52.22,97.23,tetrapack,19.1,poor,8.52
butter,39.94,17.66,61.31,84.79,plastic,55.2,poor,6.71
cheese,31.24,12.51,54.31,36.96,metal,32.3,poor,10.05
curd,33.05,2.68,41.41,88.61,plastic,34.0,good,4.14
milk,31.17,3.07,69.12,85.81,plastic,59.9,poor,2.38
butter,43.88,0.44,55.02,22.04,metal,10.8,good,5.5
butter,38.02,17.13,69.49,10.52,metal,23.4,moderate,7.31
curd,38.06,9.35,39.66,97.53,metal,69.6,poor,3.62
flavored_beverage,38.84,15.27,71.98,84.87,glass,19.0,moderate,4.86
cheese,34.07,17.18,54.21,39.82,glass,38.6,good,9.12
ice-cream,26.73,3.05,49.29,12.97,tetrapack,12.7,good,-18.91
cheese,30.88,15.47,87.98,94.15,tetrapack,53.9,moderate,8.59
butter,36.53,2.85,83.33,10.81,tetrapack,25.1,good,6.82
milk,28.99,19.58,78.8,60.58,plastic,5.8,poor,4.02
curd,25.0,2.86,73.74,47.36,tetrapack,58.0,moderate,3.65
ice-cream,24.89,16.26,70.65,37.65,glass,12.7,good,-18.66
flavored_beverage,43.25,7.24,78.5,82.99,metal,55.9,poor,5.37
butter,42.3,5.99,43.68,56.08,glass,43.4,poor,5.71
ice-cream,24.77,19.52,37.5,53.68,tetrapack,34.0,poor,-18.49
butter,23.63,15.21,61.83,12.33,glass,45.9,moderate,6.92
milk,24.15,19.37,47.91,46.83,tetrapack,9.5,moderate,2.42
ice-cream,42.02,3.7,51.1,9.69,metal,65.6,moderate,-19.03
milk,26.01,9.5,33.81,63.72,metal,66.5,good,2.19
butter,26.02,6.45,51.16,35.94,metal,19.7,moderate,5.05
butter,26.04,15.42,38.08,61.47,metal,25.8,good,6.12
milk,35.09,10.08,37.61,15.23,tetrapack,56.8,good,2.66
curd,29.77,13.5,78.72,31.92,tetrapack,53.1,poor,4.42
milk,38.01,17.06,74.52,33.02,glass,37.9,poor,3.23
milk,43.62,6.21,32.78,54.37,metal,24.0,moderate,4.11
milk,26.0,17.97,88.53,29.52,glass,26.2,poor,3.55
curd,43.17,7.93,34.63,22.09,plastic,41.2,moderate,4.92
butter,31.25,19.36,84.88,95.39,glass,27.7,poor,6.06
butter,26.73,10.09,58.61,48.88,glass,46.1,poor,7.0
cheese,25.34,16.82,81.54,15.28,plastic,71.9,poor,8.59
curd,34.62,13.99,86.13,88.89,plastic,1.0,poor,5.03
butter,25.52,2.92,83.31,90.91,plastic,47.0,moderate,5.89
milk,27.15,15.66,45.26,10.24,glass,26.4,moderate,2.82
cheese,34.44,5.04,79.15,98.69,metal,17.8,poor,7.49
milk,37.55,19.12,48.44,55.02,tetrapack,7.1,moderate,4.09
milk,37.49,1.3,54.45,70.84,glass,65.0,good,2.84
flavored_beverage,41.46,15.94,69.04,32.68,metal,12.7,moderate,5.13
curd,22.69,16.24,66.62,71.98,metal,53.8,moderate,3.66
ice-cream,22.84,18.41,42.51,11.9,plastic,11.4,moderate,-18.26
flavored_beverage,27.57,4.34,48.72,22.96,tetrapack,46.7,moderate,4.6
milk,21.06,0.58,68.75,72.19,plastic,11.8,poor,3.61
butter,21.57,7.68,78.14,28.9,metal,55.4,moderate,5.69
curd,20.0,12.59,57.33,80.41,metal,38.6,poor,4.41
butter,38.85,18.81,86.31,36.45,metal,66.0,moderate,6.14
curd,30.5,3.25,86.41,92.74,plastic,34.9,moderate,3.95
milk,23.61,10.93,30.85,40.51,metal,53.1,poor,3.45
butter,29.24,1.23,68.41,46.04,glass,65.7,poor,6.44
butter,41.85,19.08,45.99,69.41,glass,20.4,poor,6.52
butter,33.05,3.26,57.25,57.15,metal,1.9,moderate,5.53
flavored_beverage,37.95,7.07,63.92,2.21,tetrapack,47.4,good,5.55
cheese,26.88,0.2,31.1,92.74,tetrapack,6.2,good,8.26
flavored_beverage,30.94,8.93,87.06,62.62,glass,49.3,poor,5.65
curd,37.67,11.8,80.09,41.25,tetrapack,6.1,moderate,5.0
cheese,20.05,17.57,87.48,69.95,metal,44.7,moderate,8.25
butter,35.09,10.29,61.91,45.04,plastic,26.9,good,6.14
butter,31.57,0.69,52.49,78.88,metal,23.3,good,5.94
flavored_beverage,24.97,14.7,84.78,99.58,glass,8.7,moderate,4.68
milk,27.82,7.1,81.34,14.15,plastic,41.0,poor,3.79
cheese,20.5,0.96,56.3,97.48,metal,38.9,poor,7.44
butter,22.59,14.5,52.85,71.83,glass,23.0,moderate,5.77
ice-cream,36.78,14.59,56.61,4.83,metal,50.9,poor,-17.66
curd,35.99,18.65,37.86,68.04,metal,8.7,good,5.12
flavored_beverage,33.69,10.46,53.84,29.07,tetrapack,4.0,moderate,6.07
ice-cream,42.97,1.34,51.62,84.02,glass,42.2,moderate,-17.45
cheese,24.69,4.35,80.71,86.87,plastic,65.3,good,8.69
butter,31.34,1.94,35.91,69.92,metal,69.8,good,6.28
butter,32.66,6.91,70.8,81.12,metal,38.7,poor,6.25
cheese,38.59,17.61,36.24,10.38,plastic,50.8,poor,8.62
cheese,32.08,5.86,35.73,43.82,glass,36.1,poor,8.86
butter,22.95,5.02,64.16,18.29,tetrapack,21.9,good,5.41
flavored_beverage,35.36,4.4,60.1,99.2,glass,50.5,moderate,5.16
ice-cream,28.65,17.31,68.04,2.05,glass,24.1,poor,-18.36
ice-cream,22.03,11.55,48.29,2.04,glass,11.4,good,-17.58
milk,39.46,11.81,37.98,26.78,metal,17.9,moderate,3.55
curd,42.35,17.85,37.24,53.87,metal,60.6,good,3.62
butter,45.0,2.77,76.49,18.68,glass,40.0,good,6.36
butter,22.0,12.04,66.61,41.65,metal,53.3,moderate,5.26
ice-cream,27.99,12.59,30.23,95.79,glass,22.2,moderate,-18.91
butter,24.56,12.99,35.84,46.91,metal,59.8,moderate,5.25
ice-cream,37.69,10.46,49.62,43.77,metal,6.8,poor,-18.54
milk,40.08,0.5,78.1,84.86,glass,45.9,poor,4.23
ice-cream,38.5,6.11,51.66,55.8,plastic,34.8,good,-19.01
cheese,23.43,19.75,42.49,6.63,metal,39.4,moderate,10.1
curd,32.11,5.51,81.65,25.8,metal,72.0,moderate,4.34
milk,25.53,3.77,34.69,23.17,glass,45.9,good,2.93
cheese,25.89,3.11,84.96,9.95,tetrapack,22.5,poor,8.14
ice-cream,30.27,15.38,74.15,20.84,plastic,65.0,good,-18.81
butter,30.53,19.04,81.13,19.31,metal,59.4,good,5.57
cheese,29.54,18.11,35.4,30.65,plastic,57.2,moderate,7.67
flavored_beverage,43.9,19.84,49.63,87.37,plastic,1.3,moderate,6.16
butter,34.58,18.52,56.85,20.5,metal,45.7,moderate,7.35
curd,37.05,15.01,39.44,89.63,glass,51.7,good,3.46
flavored_beverage,20.84,13.77,32.47,16.86,glass,50.7,moderate,4.62
cheese,37.81,8.57,37.45,94.75,tetrapack,27.7,poor,8.44
curd,41.95,12.91,30.21,67.97,metal,43.8,good,3.85
flavored_beverage,27.07,19.2,67.38,39.9,metal,29.4,poor,6.26
butter,31.24,1.06,36.47,89.48,metal,19.2,poor,5.9
cheese,32.13,9.39,61.36,29.2,tetrapack,31.6,poor,9.86
flavored_beverage,35.93,1.35,52.34,74.36,plastic,39.6,moderate,5.21
cheese,31.91,14.98,38.61,65.61,metal,21.5,good,8.15
curd,43.38,6.71,67.09,86.2,plastic,10.3,moderate,3.99
butter,29.6,15.25,40.3,69.24,plastic,60.2,moderate,7.03
butter,42.93,9.13,73.35,21.33,metal,1.5,moderate,6.84
milk,31.15,14.04,33.14,68.56,plastic,19.8,good,3.4
milk,29.18,7.12,57.47,52.14,glass,21.3,moderate,2.85
flavored_beverage,31.87,12.85,55.92,55.35,plastic,51.2,good,6.08
flavored_beverage,38.01,4.97,66.17,18.9,glass,44.7,good,5.4
milk,20.04,4.87,89.7,20.52,glass,4.8,moderate,4.0
butter,36.06,7.42,49.42,81.02,plastic,60.3,good,6.01
curd,29.3,7.55,45.66,24.61,plastic,44.8,poor,4.48
butter,21.36,4.65,62.12,15.35,metal,30.4,good,5.82
butter,24.63,10.0,41.41,95.72,glass,45.5,moderate,5.27
butter,26.97,8.48,89.8,83.72,glass,52.9,good,6.29
flavored_beverage,33.91,2.1,74.86,46.68,tetrapack,23.0,good,5.82
cheese,44.35,18.41,33.59,67.97,plastic,62.5,good,10.0
ice-cream,30.24,12.44,66.1,16.35,plastic,29.0,moderate,-18.87
flavored_beverage,24.24,0.83,57.95,79.74,tetrapack,6.6,poor,4.67
cheese,42.46,2.33,89.75,41.35,tetrapack,28.5,good,9.83
cheese,38.84,5.34,64.71,10.13,metal,64.7,poor,8.49
cheese,44.22,11.55,78.88,42.22,tetrapack,1.8,good,9.32
ice-cream,21.96,12.0,47.62,79.98,plastic,23.8,good,-19.17
curd,23.26,11.38,36.05,83.45,tetrapack,7.5,poor,3.54
cheese,44.36,9.58,47.09,89.97,glass,31.9,moderate,8.4
ice-cream,42.24,14.8,62.68,47.6,glass,57.9,moderate,-17.77
butter,24.28,9.19,61.82,43.3,tetrapack,12.7,poor,6.24
cheese,35.54,17.43,50.08,51.18,metal,29.1,moderate,10.26
flavored_beverage,33.15,4.58,46.04,4.53,metal,37.9,moderate,5.29
ice-cream,29.07,5.35,64.63,71.23,metal,58.9,moderate,-17.42
cheese,34.2,16.83,70.13,16.96,plastic,30.6,good,7.94
butter,36.01,4.8,57.71,63.31,metal,37.1,poor,6.37
butter,36.07,1.74,43.91,70.56,plastic,8.9,moderate,5.69
ice-cream,30.84,19.63,47.49,49.22,tetrapack,3.0,good,-18.12
curd,43.33,8.38,52.34,26.59,plastic,27.0,good,5.14
milk,32.18,2.49,39.65,42.64,glass,13.4,moderate,3.9
ice-cream,41.69,13.76,31.01,49.58,tetrapack,55.6,good,-17.36
cheese,30.55,15.6,72.86,63.57,metal,62.2,poor,9.28
curd,20.52,13.38,71.15,81.1,plastic,67.6,poor,3.78
milk,28.86,11.84,48.32,27.88,metal,48.8,good,3.42
ice-cream,44.9,4.98,31.72,82.29,glass,53.3,moderate,-17.91
butter,25.59,6.26,38.99,97.14,glass,33.6,poor,5.99
cheese,32.49,13.67,64.78,29.4,tetrapack,4.9,good,10.04
flavored_beverage,40.12,9.46,36.37,78.29,glass,67.2,moderate,4.27
flavored_beverage,41.77,12.32,89.96,68.24,tetrapack,15.4,good,4.58
milk,40.11,6.87,87.6,18.24,tetrapack,5.3,moderate,3.65
butter,37.78,0.29,81.18,11.86,glass,29.4,poor,6.21
cheese,21.5,7.92,41.0,65.33,tetrapack,45.7,moderate,7.37
butter,40.47,2.18,46.53,30.16,tetrapack,60.7,poor,6.18
ice-cream,27.67,7.4,87.17,88.47,tetrapack,69.0,good,-17.51
flavored_beverage,20.27,4.65,37.05,81.52,glass,31.1,moderate,4.49
curd,32.94,6.58,74.95,82.1,plastic,6.7,good,3.96
butter,34.14,13.44,53.58,13.53,tetrapack,52.1,poor,6.79
butter,20.28,3.04,70.25,66.51,metal,25.7,good,6.95
flavored_beverage,41.33,9.13,57.79,23.61,glass,52.5,good,5.45
ice-cream,40.68,2.7,33.57,75.12,glass,4.6,moderate,-18.36
ice-cream,39.31,9.66,50.9,13.6,tetrapack,29.7,good,-19.15
butter,29.9,4.23,45.1,90.05,metal,9.0,poor,6.29
butter,29.38,7.68,69.21,73.54,metal,66.4,good,5.74
butter,29.43,12.89,70.86,17.68,plastic,22.9,poor,6.72
flavored_beverage,40.19,4.86,75.92,29.91,metal,54.9,good,5.51
ice-cream,25.17,11.8,49.21,90.67,plastic,10.9,moderate,-18.64
flavored_beverage,25.16,3.44,34.49,73.61,glass,67.6,good,4.22
cheese,28.87,12.39,87.33,47.72,tetrapack,7.2,poor,10.22
ice-cream,39.14,7.9,56.76,65.41,plastic,63.7,good,-18.93
ice-cream,41.51,12.02,60.22,76.64,glass,59.9,poor,-17.97
cheese,32.8,2.42,84.38,18.53,tetrapack,10.4,good,8.15
curd,26.35,2.04,77.49,43.13,tetrapack,28.5,moderate,4.79
cheese,36.4,17.44,36.13,43.43,tetrapack,33.5,moderate,8.6
butter,44.49,5.59,45.52,13.71,tetrapack,25.8,moderate,6.81
milk,29.74,1.24,46.43,95.58,plastic,55.2,moderate,2.36
milk,26.18,17.51,63.84,74.38,glass,12.7,poor,4.05
curd,35.79,15.49,47.44,11.71,glass,39.0,moderate,4.1
flavored_beverage,34.11,14.66,51.84,85.45,tetrapack,66.4,poor,5.65
milk,39.32,3.09,87.27,70.22,glass,70.2,poor,2.69
ice-cream,28.41,10.57,74.08,90.08,plastic,46.1,good,-17.53
cheese,42.22,4.23,56.92,53.26,tetrapack,52.8,moderate,7.85
ice-cream,22.12,12.61,77.59,73.74,plastic,29.7,poor,-17.63
curd,29.32,11.11,76.86,68.59,metal,4.8,good,4.21
curd,33.67,5.88,72.08,52.87,metal,38.6,moderate,3.51
cheese,29.49,13.0,57.08,5.61,tetrapack,36.6,poor,8.05
ice-cream,44.05,10.02,79.26,79.74,glass,40.6,moderate,-18.28
ice-cream,39.39,7.71,47.39,92.1,plastic,2.5,good,-18.58
butter,27.44,17.34,59.78,8.94,glass,12.3,poor,5.42
curd,29.99,8.9,70.6,80.45,glass,25.1,good,5.2
curd,32.53,17.82,82.85,66.83,metal,13.8,poor,4.34
curd,35.28,9.96,81.62,25.01,tetrapack,39.5,poor,3.74
butter,37.16,7.05,68.73,51.26,plastic,13.1,poor,6.25
milk,21.7,16.36,81.87,95.37,glass,30.9,good,2.7
ice-cream,22.81,2.7,74.88,17.79,glass,65.3,moderate,-18.12
ice-cream,21.72,4.38,32.25,36.84,metal,72.0,moderate,-17.92
curd,38.96,2.4,41.2,47.69,plastic,16.5,poor,3.92
cheese,36.36,12.74,73.52,73.64,tetrapack,36.5,moderate,8.74
milk,24.82,7.66,82.92,52.61,plastic,6.2,poor,3.1
butter,41.55,2.56,84.18,57.48,tetrapack,43.9,poor,7.17
ice-cream,43.6,16.77,86.25,66.3,glass,5.1,good,-18.74
curd,31.65,18.81,84.81,52.99,tetrapack,23.6,moderate,5.2
flavored_beverage,41.15,8.06,36.17,17.61,tetrapack,44.6,moderate,5.95
curd,36.06,18.74,62.16,98.9,plastic,7.1,moderate,3.68
cheese,24.52,14.57,36.06,75.74,tetrapack,27.0,moderate,8.77
butter,37.78,19.29,53.78,56.74,tetrapack,47.2,moderate,5.5
curd,29.73,15.73,70.27,57.01,metal,10.1,good,3.49
ice-cream,27.63,5.42,63.0,47.51,plastic,56.0,poor,-18.79
ice-cream,29.79,0.73,52.0,10.51,plastic,26.6,moderate,-18.27
milk,40.35,6.3,36.5,5.53,plastic,6.3,good,2.51
ice-cream,34.94,17.03,50.48,25.53,glass,65.2,good,-18.67
butter,30.23,0.24,55.9,55.02,tetrapack,3.0,moderate,6.29
cheese,27.6,16.88,59.9,42.01,glass,64.7,moderate,8.47
ice-cream,40.8,10.41,79.87,43.16,metal,36.7,poor,-17.45
ice-cream,30.07,16.53,51.79,8.56,plastic,48.5,poor,-19.1
cheese,32.91,0.84,56.63,86.78,tetrapack,57.3,poor,7.51
flavored_beverage,21.13,6.76,48.49,92.83,metal,10.7,good,5.24
ice-cream,36.02,2.34,71.29,31.15,plastic,27.2,poor,-18.43
ice-cream,40.53,9.03,39.1,99.27,tetrapack,7.5,poor,-18.66
milk,20.38,15.55,69.5,77.71,metal,24.8,moderate,3.06
milk,40.55,17.86,48.28,34.34,tetrapack,67.9,poor,4.12
curd,35.83,10.92,71.15,37.34,glass,12.8,good,3.71
milk,29.22,10.41,48.01,52.1,glass,33.5,good,3.98
butter,23.54,1.66,50.32,9.48,plastic,25.4,moderate,6.1
ice-cream,33.94,8.45,79.94,43.58,glass,9.5,good,-17.42
curd,42.58,17.49,88.42,17.76,metal,60.4,moderate,4.85
